Eruption Number,Volcano Name,Eruption Category,Evidence Type,Evidence Method,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day
16216,Rinjani,Confirmed,Observations,Reported,2.0,1909,11.0,30.0,1909.0,12.0,2.0
13112,Tenerife,Confirmed,Observations,Reported,2.0,1909,11.0,18.0,1909.0,11.0,27.0
16312,Iliboleng,Confirmed,Observations,Reported,2.0,1909,11.0,9.0,,,
13579,Semeru,Confirmed,Observations,Reported,2.0,1909,9.0,,1910.0,3.0,22.0
19858,Bogoslof,Confirmed,Observations,Reported,2.0,1909,9.0,,1910.0,9.0,19.0
12142,Villarrica,Confirmed,Observations,Reported,2.0,1909,8.0,19.0,1910.0,,
19097,Avachinsky,Confirmed,Observations,Reported,2.0,1909,8.0,,,,
15197,Tinakula,Confirmed,Observations,Reported,2.0,1909,8.0,,,,
15251,Ambrym,Confirmed,Observations,Reported,2.0,1909,7.0,28.0,,,
15534,Sumbing,Confirmed,Observations,Reported,2.0,1909,6.0,3.0,1909.0,7.0,
19433,Klyuchevskoy,Confirmed,Observations,Reported,2.0,1909,6.0,,,,
14468,Whakaari/White Island,Confirmed,Observations,Reported,2.0,1909,5.0,13.0,,,
15661,Gede-Pangrango,Confirmed,Observations,Reported,1.0,1909,5.0,2.0,1909.0,5.0,2.0
14052,Nyamulagira,Confirmed,Observations,Reported,1.0,1909,5.0,,1909.0,5.0,
14126,Cameroon,Confirmed,Observations,Reported,2.0,1909,4.0,28.0,1909.0,6.0,
14877,Bam,Confirmed,Observations,Reported,2.0,1909,4.0,19.0,1909.0,9.0,13.0
14315,"Fournaise, Piton de la",Confirmed,Observations,Reported,2.0,1909,4.0,,,,
17295,Asosan,Confirmed,Observations,Reported,2.0,1909,4.0,,,,
14564,Tongariro,Confirmed,Observations,Reported,2.0,1909,3.0,,1909.0,7.0,
12256,Calbuco,Confirmed,Observations,Reported,2.0,1909,3.0,,,,
15895,Merapi,Confirmed,Observations,Reported,1.0,1909,2.0,1.0,1913.0,5.0,
17773,Asamayama,Confirmed,Observations,Reported,1.0,1909,1.0,29.0,1914.0,6.0,24.0
16046,Tengger Caldera,Confirmed,Observations,Reported,2.0,1909,1.0,12.0,1909.0,1.0,14.0
18623,Shikotsu,Confirmed,Observations,Reported,3.0,1909,1.0,11.0,1909.0,4.0,22.0
16288,Lewotobi,Confirmed,Observations,Reported,2.0,1909,1.0,8.0,1910.0,5.0,26.0
14905,Manam,Confirmed,Observations,Reported,2.0,1909,,,1914.0,,
18509,Pagan,Confirmed,Observations,Reported,2.0,1909,,,,,
11218,Irazu,Uncertain,Uncertain,Unspecified,2.0,1909,,,,,
10458,Colima,Confirmed,Observations,Reported,3.0,1908,12.0,18.0,1909.0,7.0,1.0
14467,Whakaari/White Island,Uncertain,Uncertain,Unspecified,2.0,1908,11.0,28.0,1908.0,12.0,6.0
13231,Zavodovski,Uncertain,Uncertain,Unspecified,1.0,1908,11.0,,,,
12141,Villarrica,Confirmed,Observations,Reported,2.0,1908,10.0,31.0,1908.0,12.0,12.0
14512,Okataina,Confirmed,Observations,Reported,1.0,1908,10.0,1.0,1908.0,10.0,1.0
15505,Kerinci,Confirmed,Observations,Reported,2.0,1908,10.0,,1909.0,,
17772,Asamayama,Confirmed,Observations,Reported,2.0,1908,8.0,5.0,1908.0,9.0,23.0
15120,Bagana,Confirmed,Observations,Reported,2.0,1908,7.0,15.0,,,
14876,Bam,Confirmed,Observations,Reported,2.0,1908,7.0,12.0,,,
13587,Soputan,Confirmed,Observations,Reported,2.0,1908,6.0,,1909.0,6.0,
13766,Etna,Confirmed,Observations,Reported,2.0,1908,4.0,29.0,1909.0,9.0,28.0
13155,Erebus,Confirmed,Observations,Reported,2.0,1908,3.0,,1908.0,11.0,
19838,Akutan,Confirmed,Observations,Reported,0.0,1908,2.0,22.0,,,
15561,Dempo,Confirmed,Observations,Reported,2.0,1908,2.0,16.0,1908.0,2.0,17.0
17771,Asamayama,Confirmed,Observations,Reported,2.0,1908,2.0,13.0,1908.0,2.0,19.0
17294,Asosan,Confirmed,Observations,Reported,2.0,1908,1.0,17.0,1908.0,1.0,29.0
13578,Semeru,Confirmed,Observations,Reported,2.0,1908,1.0,,1908.0,12.0,
15894,Merapi,Confirmed,Observations,Reported,1.0,1908,,,,,
14314,"Fournaise, Piton de la",Uncertain,Uncertain,Unspecified,0.0,1908,,,,,
15250,Ambrym,Confirmed,Observations,Reported,2.0,1908,,,,,
15293,Lopevi,Confirmed,Observations,Reported,2.0,1908,,,,,
20268,Augustine,Confirmed,Observations,Reported,1.0,1908,,,,,
19159,Karymsky,Confirmed,Observations,Reported,2.0,1908,,,,,
12312,Reclus,Confirmed,Observations,Reported,1.0,1908,,,,,
11912,Maipo,Uncertain,Uncertain,Unspecified,2.0,1908,,,,,
11590,Cotopaxi,Confirmed,Observations,Reported,1.0,1908,,,1914.0,,
15441,Marapi,Confirmed,Observations,Reported,2.0,1907,12.0,17.0,1908.0,9.0,
16045,Tengger Caldera,Confirmed,Observations,Reported,2.0,1907,12.0,14.0,1908.0,2.0,13.0
17293,Asosan,Confirmed,Observations,Reported,2.0,1907,12.0,12.0,,,
17499,Yakedake,Confirmed,Observations,Reported,2.0,1907,12.0,8.0,1909.0,6.0,1.0
14313,"Fournaise, Piton de la",Confirmed,Observations,Reported,0.0,1907,11.0,29.0,1907.0,12.0,5.0
16659,Gamalama,Confirmed,Observations,Reported,2.0,1907,11.0,17.0,1907.0,11.0,20.0
14050,Nyamulagira,Confirmed,Observations,Reported,3.0,1907,11.0,7.0,1907.0,12.0,5.0
14875,Bam,Confirmed,Observations,Reported,2.0,1907,11.0,,,,
14563,Tongariro,Confirmed,Observations,Reported,2.0,1907,11.0,,,,
10907,Telica,Confirmed,Observations,Reported,2.0,1907,11.0,,,,
16287,Lewotobi,Confirmed,Observations,Reported,3.0,1907,9.0,28.0,1907.0,10.0,30.0
11051,Concepcion,Confirmed,Observations,Reported,2.0,1907,9.0,,1910.0,,
16044,Tengger Caldera,Confirmed,Observations,Reported,2.0,1907,8.0,28.0,,,
17770,Asamayama,Confirmed,Observations,Reported,2.0,1907,8.0,24.0,1907.0,8.0,24.0
19432,Klyuchevskoy,Confirmed,Observations,Reported,2.0,1907,8.0,,,,
11953,"Azul, Cerro",Confirmed,Observations,Reported,2.0,1907,7.0,28.0,,,
13577,Semeru,Confirmed,Observations,Reported,2.0,1907,7.0,9.0,,,
14724,Unnamed,Confirmed,Observations,Reported,0.0,1907,7.0,,,,
13586,Soputan,Confirmed,Observations,Reported,2.0,1907,6.0,5.0,1907.0,6.0,25.0
13940,Alayta,Confirmed,Observations,Reported,2.0,1907,6.0,,1907.0,8.0,4.0
11589,Cotopaxi,Confirmed,Observations,Reported,2.0,1907,6.0,,,,
12140,Villarrica,Confirmed,Observations,Reported,2.0,1907,5.0,5.0,1907.0,5.0,26.0
12255,Calbuco,Confirmed,Observations,Reported,2.0,1907,4.0,22.0,,,
12187,Carran-Los Venados,Confirmed,Observations,Reported,3.0,1907,4.0,9.0,1908.0,2.0,
13043,Monaco Bank,Confirmed,Observations,Reported,0.0,1907,4.0,1.0,,,
14049,Nyamulagira,Confirmed,Observations,Reported,1.0,1907,4.0,,1907.0,5.0,
18941,Ksudach,Confirmed,Observations,Reported,5.0,1907,3.0,28.0,,,
11895,Tupungatito,Confirmed,Observations,Reported,2.0,1907,2.0,15.0,,,
13570,Tongariro,Confirmed,Observations,Reported,2.0,1907,2.0,,1907.0,5.0,
17769,Asamayama,Confirmed,Observations,Reported,2.0,1907,1.0,18.0,1907.0,3.0,28.0
10214,Mauna Loa,Confirmed,Observations,Reported,0.0,1907,1.0,9.0,1907.0,1.0,24.0
13576,Semeru,Confirmed,Observations,Reported,2.0,1907,1.0,7.0,1907.0,1.0,10.0
15542,Kaba,Confirmed,Observations,Reported,2.0,1907,,,,,
16882,Babuyan Claro,Confirmed,Observations,Reported,2.0,1907,,,,,
14983,Langila,Confirmed,Observations,Reported,2.0,1907,,,,,
14006,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,0.0,1907,,,1910.0,8.0,4.0
19661,Kiska,Uncertain,Uncertain,Unspecified,2.0,1907,,,,,
11630,Ubinas,Confirmed,Observations,Reported,2.0,1907,,,,,
11980,"Chillan, Nevados de",Confirmed,Observations,Reported,1.0,1907,,,,,
12043,Llaima,Confirmed,Observations,Reported,2.0,1907,,,1908.0,3.0,
10075,Kilauea,Confirmed,Observations,Reported,0.0,1906,12.0,2.0,1924.0,2.0,
14749,Tofua,Confirmed,Observations,Reported,2.0,1906,12.0,,,,
11629,Ubinas,Confirmed,Observations,Reported,2.0,1906,10.0,,,,
16043,Tengger Caldera,Confirmed,Observations,Reported,2.0,1906,9.0,25.0,1907.0,5.0,18.0
15803,Sundoro,Confirmed,Observations,Reported,2.0,1906,9.0,22.0,1906.0,12.0,20.0
11588,Cotopaxi,Confirmed,Observations,Reported,2.0,1906,8.0,21.0,1906.0,9.0,19.0
11979,"Chillan, Nevados de",Confirmed,Observations,Reported,2.0,1906,8.0,6.0,1906.0,12.0,
13585,Soputan,Confirmed,Observations,Reported,2.0,1906,6.0,17.0,1906.0,9.0,
17292,Asosan,Confirmed,Observations,Reported,3.0,1906,6.0,7.0,,,
13931,Erta Ale,Confirmed,Observations,Reported,0.0,1906,5.0,,,,
16215,Rinjani,Confirmed,Observations,Reported,1.0,1906,4.0,29.0,,,
12139,Villarrica,Confirmed,Observations,Reported,2.0,1906,4.0,22.0,1906.0,12.0,
18312,Myojinsho,Confirmed,Observations,Reported,1.0,1906,4.0,7.0,1906.0,4.0,14.0
17768,Asamayama,Confirmed,Observations,Reported,2.0,1906,4.0,6.0,1906.0,4.0,6.0
14616,Ruapehu,Confirmed,Observations,Reported,2.0,1906,3.0,15.0,,,
19856,Bogoslof,Confirmed,Observations,Reported,3.0,1906,3.0,1.0,1907.0,9.0,1.0
13569,Tongariro,Confirmed,Observations,Reported,2.0,1906,3.0,,,,
14511,Okataina,Confirmed,Observations,Reported,1.0,1906,2.0,21.0,1906.0,2.0,21.0
15893,Merapi,Confirmed,Observations,Reported,2.0,1906,1.0,26.0,1907.0,2.0,17.0
11022,Masaya,Confirmed,Observations,Reported,2.0,1906,1.0,2.0,1906.0,1.0,9.0
14748,Tofua,Confirmed,Observations,Reported,2.0,1906,1.0,,1906.0,2.0,
14048,Nyamulagira,Uncertain,Uncertain,Unspecified,1.0,1906,,,,,
14095,Nyiragongo,Confirmed,Observations,Reported,1.0,1906,,,,,
20125,Pavlof,Confirmed,Observations,Reported,3.0,1906,,,1911.0,12.0,7.0
17633,Nemo Peak,Confirmed,Observations,Reported,2.0,1906,,,,,
18500,Asuncion,Confirmed,Observations,Reported,2.0,1906,,,,,
11329,Purace,Confirmed,Observations,Reported,2.0,1906,,,,,
12254,Calbuco,Confirmed,Observations,Reported,2.0,1906,,,,,
12268,Huequi,Confirmed,Observations,Reported,2.0,1906,,,1907.0,,
11952,"Azul, Cerro",Confirmed,Observations,Reported,2.0,1906,,,,,
16729,Kanlaon,Confirmed,Observations,Reported,2.0,1905,11.0,6.0,1906.0,1.0,16.0
15440,Marapi,Confirmed,Observations,Reported,2.0,1905,11.0,1.0,,,
16257,Inielika,Confirmed,Observations,Reported,2.0,1905,11.0,,1905.0,11.0,
11911,Maipo,Confirmed,Observations,Reported,2.0,1905,10.0,28.0,1905.0,10.0,30.0
17829,Kusatsu-Shiranesan,Confirmed,Observations,Reported,2.0,1905,10.0,,1905.0,10.0,
18569,Hokkaido-Komagatake,Confirmed,Observations,Reported,2.0,1905,8.0,19.0,1905.0,9.0,1.0
13575,Semeru,Confirmed,Observations,Reported,2.0,1905,8.0,4.0,,,
14816,Savaii,Confirmed,Observations,Reported,2.0,1905,8.0,4.0,1911.0,11.0,
14047,Nyamulagira,Confirmed,Observations,Reported,2.0,1905,7.0,22.0,1905.0,9.0,25.0
14510,Okataina,Confirmed,Observations,Reported,1.0,1905,6.0,17.0,1905.0,6.0,17.0
16504,Karangetang,Confirmed,Observations,Reported,2.0,1905,5.0,21.0,1905.0,5.0,22.0
10074,Kilauea,Confirmed,Observations,Reported,0.0,1905,2.0,22.0,1906.0,4.0,
14509,Okataina,Confirmed,Observations,Reported,1.0,1905,2.0,18.0,1905.0,2.0,23.0
14312,"Fournaise, Piton de la",Confirmed,Observations,Reported,2.0,1905,2.0,15.0,1905.0,2.0,16.0
11002,Momotombo,Confirmed,Observations,Reported,2.0,1905,1.0,16.0,1905.0,1.0,21.0
15892,Merapi,Confirmed,Observations,Reported,2.0,1905,1.0,,1905.0,6.0,1.0
10373,Socorro,Uncertain,Uncertain,Unspecified,2.0,1905,1.0,,,,
17985,Zaozan [Zaosan],Confirmed,Observations,Reported,1.0,1905,,,,,
15560,Dempo,Confirmed,Observations,Reported,0.0,1905,,,,,
16187,Batur,Confirmed,Observations,Reported,2.0,1905,,,,,
14094,Nyiragongo,Confirmed,Observations,Reported,1.0,1905,,,,,
13568,Tongariro,Confirmed,Observations,Reported,2.0,1905,,,,,
11587,Cotopaxi,Confirmed,Observations,Reported,2.0,1905,,,,,
12209,Puyehue-Cordon Caulle,Confirmed,Observations,Reported,2.0,1905,,,,,
13567,Tongariro,Confirmed,Observations,Reported,2.0,1904,11.0,22.0,,,
18446,Fukutoku-Oka-no-Ba,Confirmed,Observations,Reported,3.0,1904,11.0,14.0,1905.0,5.0,16.0
13930,Erta Ale,Uncertain,Uncertain,Unspecified,2.0,1904,11.0,1.0,,,
14903,Manam,Confirmed,Observations,Reported,3.0,1904,10.0,26.0,1904.0,10.0,27.0
16467,Mahawu,Confirmed,Observations,Reported,2.0,1904,10.0,4.0,,,
16549,Banua Wuhu,Confirmed,Observations,Reported,2.0,1904,8.0,27.0,,,
14311,"Fournaise, Piton de la",Confirmed,Observations,Reported,2.0,1904,8.0,19.0,1904.0,10.0,17.0
15081,Lolobau,Confirmed,Observations,Reported,4.0,1904,8.0,9.0,1905.0,10.0,18.0
17766,Asamayama,Confirmed,Observations,Reported,2.0,1904,8.0,4.0,1904.0,8.0,4.0
15740,Slamet,Confirmed,Observations,Reported,2.0,1904,7.0,14.0,1904.0,8.0,9.0
16378,Teon,Confirmed,Observations,Reported,2.0,1904,6.0,3.0,,,
11021,Masaya,Confirmed,Observations,Reported,2.0,1904,5.0,,1904.0,6.0,
16485,Ruang,Confirmed,Observations,Reported,3.0,1904,4.0,22.0,1905.0,5.0,27.0
15439,Marapi,Confirmed,Observations,Reported,1.0,1904,4.0,18.0,1904.0,4.0,18.0
16548,Banua Wuhu,Confirmed,Observations,Reported,2.0,1904,4.0,17.0,1904.0,4.0,18.0
18963,Mutnovsky,Confirmed,Observations,Reported,2.0,1904,4.0,2.0,1904.0,6.0,26.0
16851,Taal,Confirmed,Observations,Reported,1.0,1904,4.0,,1904.0,7.0,15.0
14046,Nyamulagira,Confirmed,Observations,Reported,2.0,1904,4.0,,1904.0,5.0,16.0
14194,Karthala,Confirmed,Observations,Reported,2.0,1904,2.0,25.0,1904.0,4.0,
19431,Klyuchevskoy,Confirmed,Observations,Reported,2.0,1904,1.0,31.0,1904.0,6.0,14.0
10690,Santa Ana,Confirmed,Observations,Reported,2.0,1904,1.0,12.0,1904.0,1.0,26.0
13574,Semeru,Confirmed,Observations,Reported,2.0,1904,1.0,2.0,1904.0,1.0,16.0
16186,Batur,Confirmed,Observations,Reported,2.0,1904,,,,,
16311,Iliboleng,Confirmed,Observations,Reported,2.0,1904,,,,,
16728,Kanlaon,Confirmed,Observations,Reported,2.0,1904,,,,,
14005,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,0.0,1904,,,,,
19299,Tolbachik,Confirmed,Observations,Reported,2.0,1904,,,,,
19717,Kanaga,Confirmed,Observations,Reported,0.0,1904,,,,,
10457,Colima,Confirmed,Observations,Reported,1.0,1904,,,1906.0,,
12138,Villarrica,Confirmed,Observations,Reported,2.0,1904,,,,,
11733,Santiago,Confirmed,Observations,Reported,0.0,1904,,,1906.0,12.0,15.0
16379,Nila,Confirmed,Observations,Reported,2.0,1903,12.0,8.0,,,
16121,Raung,Confirmed,Observations,Reported,2.0,1903,11.0,28.0,1904.0,1.0,
10073,Kilauea,Confirmed,Observations,Reported,0.0,1903,11.0,25.0,1904.0,1.0,10.0
10809,Izalco,Confirmed,Observations,Reported,2.0,1903,11.0,,1905.0,3.0,
15802,Sundoro,Confirmed,Observations,Reported,2.0,1903,10.0,17.0,1903.0,10.0,21.0
11586,Cotopaxi,Confirmed,Observations,Reported,3.0,1903,9.0,26.0,1904.0,12.0,
10213,Mauna Loa,Confirmed,Observations,Reported,0.0,1903,9.0,1.0,1903.0,12.0,7.0
17153,Kirishimayama,Confirmed,Observations,Reported,2.0,1903,8.0,29.0,1903.0,11.0,25.0
17765,Asamayama,Uncertain,Uncertain,Unspecified,2.0,1903,5.0,28.0,1903.0,6.0,30.0
12042,Llaima,Confirmed,Observations,Reported,2.0,1903,5.0,12.0,1903.0,5.0,14.0
16850,Taal,Confirmed,Observations,Reported,2.0,1903,4.0,,,,
13573,Semeru,Confirmed,Observations,Reported,2.0,1903,3.0,26.0,1903.0,6.0,
16917,Io-Torishima,Confirmed,Observations,Reported,2.0,1903,3.0,15.0,1903.0,8.0,26.0
10456,Colima,Confirmed,Observations,Reported,3.0,1903,2.0,15.0,1903.0,10.0,30.0
13154,Erebus,Confirmed,Observations,Reported,0.0,1903,1.0,1.0,,,
11951,"Azul, Cerro",Uncertain,Uncertain,Unspecified,2.0,1903,1.0,,,,
12366,Soufriere Guadeloupe,Uncertain,Uncertain,Unspecified,2.0,1903,,,,,
10625,Santa Maria,Confirmed,Observations,Reported,2.0,1903,,,1913.0,,
14310,"Fournaise, Piton de la",Confirmed,Observations,Reported,0.0,1903,,,,,
13929,Erta Ale,Uncertain,Uncertain,Unspecified,2.0,1903,,,,,
14615,Ruapehu,Confirmed,Observations,Reported,2.0,1903,,,,,
15367,Hunter Island,Confirmed,Observations,Reported,0.0,1903,,,,,
15891,Merapi,Confirmed,Observations,Reported,2.0,1902,12.0,,1904.0,6.0,20.0
12823,Thordarhyrna,Confirmed,Observations,Reported,4.0,1902,12.0,,1904.0,1.0,12.0
12885,Bardarbunga,Confirmed,Uncertain,Unspecified,2.0,1902,12.0,,1903.0,6.0,
14815,Savaii,Confirmed,Observations,Reported,1.0,1902,10.0,30.0,1902.0,11.0,17.0
10624,Santa Maria,Confirmed,Observations,Reported,6.0,1902,10.0,24.0,1902.0,11.0,12.0
14309,"Fournaise, Piton de la",Confirmed,Observations,Reported,2.0,1902,8.0,13.0,1902.0,8.0,18.0
18368,Izu-Torishima,Confirmed,Observations,Reported,3.0,1902,8.0,7.0,1902.0,8.0,24.0
17764,Asamayama,Confirmed,Observations,Reported,2.0,1902,8.0,5.0,1902.0,8.0,20.0
17827,Kusatsu-Shiranesan,Confirmed,Observations,Reported,1.0,1902,7.0,15.0,1902.0,9.0,24.0
20413,Wrangell,Confirmed,Observations,Reported,2.0,1902,7.0,15.0,,,
11020,Masaya,Confirmed,Observations,Reported,2.0,1902,7.0,15.0,1903.0,11.0,
11092,Rincon de la Vieja,Uncertain,Uncertain,Unspecified,2.0,1902,6.0,22.0,,,
10072,Kilauea,Confirmed,Observations,Reported,0.0,1902,6.0,3.0,1903.0,3.0,5.0
11801,Tutupaca,Uncertain,Observations,Reported,2.0,1902,6.0,,1902.0,11.0,
10808,Izalco,Confirmed,Observations,Reported,2.0,1902,5.0,10.0,1902.0,12.0,30.0
12995,Sao Jorge,Confirmed,Observations,Reported,0.0,1902,5.0,7.0,1902.0,5.0,8.0
12453,Soufriere St. Vincent,Confirmed,Observations,Reported,4.0,1902,5.0,6.0,1903.0,3.0,30.0
15801,Sundoro,Confirmed,Observations,Reported,1.0,1902,5.0,1.0,1902.0,5.0,25.0
12430,Pelee,Confirmed,Observations,Reported,4.0,1902,4.0,23.0,1905.0,10.0,5.0
14045,Nyamulagira,Confirmed,Observations,Reported,0.0,1902,4.0,22.0,,,
11001,Momotombo,Confirmed,Observations,Reported,2.0,1902,3.0,31.0,,,
16120,Raung,Confirmed,Observations,Reported,2.0,1902,2.0,16.0,1902.0,2.0,27.0
10071,Kilauea,Confirmed,Observations,Reported,0.0,1902,2.0,14.0,1902.0,2.0,
17763,Asamayama,Confirmed,Observations,Reported,2.0,1902,2.0,7.0,1902.0,2.0,7.0
15890,Merapi,Confirmed,Observations,Reported,1.0,1902,2.0,3.0,1902.0,2.0,3.0
16727,Kanlaon,Confirmed,Observations,Reported,2.0,1902,1.0,31.0,,,
20384,Redoubt,Confirmed,Observations,Reported,3.0,1902,1.0,18.0,,,
14093,Nyiragongo,Confirmed,Observations,Reported,1.0,1902,,,,,
16796,Mayon,Confirmed,Observations,Reported,1.0,1902,,,,,
15644,Salak,Confirmed,Observations,Reported,2.0,1902,,,1903.0,,
19778,Seguam,Confirmed,Observations,Reported,3.0,1902,,,,,
18051,Akita-Komagatake,Confirmed,Observations,Reported,1.0,1902,,,,,
11050,Concepcion,Confirmed,Observations,Reported,2.0,1902,,,,,
11328,Purace,Confirmed,Observations,Reported,2.0,1902,,,,,
11854,Lascar,Confirmed,Observations,Reported,2.0,1902,,,,,
21003,Villarrica,Confirmed,Sidereal,Varve Count,2.0,1902,,,,,
19096,Avachinsky,Confirmed,Observations,Reported,2.0,1901,7.0,7.0,1901.0,7.0,13.0
14308,"Fournaise, Piton de la",Confirmed,Observations,Reported,2.0,1901,7.0,4.0,1901.0,7.0,6.0
16214,Rinjani,Confirmed,Observations,Reported,2.0,1901,6.0,1.0,1901.0,6.0,2.0
15952,Kelud,Confirmed,Observations,Reported,3.0,1901,5.0,22.0,1901.0,5.0,23.0
16418,Banda Api,Confirmed,Observations,Reported,2.0,1901,5.0,18.0,,,
11894,Tupungatito,Confirmed,Observations,Reported,2.0,1901,4.0,,,,
14307,"Fournaise, Piton de la",Confirmed,Observations,Reported,2.0,1901,2.0,21.0,1901.0,2.0,25.0
13584,Soputan,Confirmed,Observations,Reported,2.0,1901,2.0,4.0,,,
13572,Semeru,Confirmed,Observations,Reported,2.0,1901,1.0,29.0,1901.0,1.0,30.0
16576,Dukono,Confirmed,Observations,Reported,2.0,1901,,,,,
14092,Nyiragongo,Confirmed,Observations,Reported,1.0,1901,,,,,
14044,Nyamulagira,Confirmed,Observations,Reported,2.0,1901,,,,,
18914,Iliinsky,Confirmed,Observations,Reported,3.0,1901,,,,,
20124,Pavlof,Confirmed,Observations,Reported,2.0,1901,,,,,
16213,Rinjani,Confirmed,Observations,Reported,2.0,1900,11.0,30.0,1900.0,12.0,2.0
15559,Dempo,Confirmed,Observations,Reported,2.0,1900,10.0,26.0,1900.0,10.0,27.0
17826,Kusatsu-Shiranesan,Confirmed,Observations,Reported,1.0,1900,10.0,1.0,1900.0,10.0,1.0
17912,Adatarayama,Confirmed,Observations,Reported,2.0,1900,7.0,17.0,1900.0,7.0,17.0
15558,Dempo,Confirmed,Observations,Reported,2.0,1900,6.0,4.0,1900.0,6.0,4.0
20412,Wrangell,Confirmed,Observations,Reported,2.0,1900,6.0,,,,
14306,"Fournaise, Piton de la",Confirmed,Observations,Reported,0.0,1900,5.0,11.0,1900.0,5.0,30.0
16658,Gamalama,Uncertain,Uncertain,Unspecified,1.0,1900,5.0,,1900.0,6.0,4.0
13571,Semeru,Confirmed,Observations,Reported,2.0,1900,3.0,29.0,1900.0,4.0,11.0
16795,Mayon,Confirmed,Observations,Reported,2.0,1900,3.0,1.0,1900.0,3.0,6.0
13153,Erebus,Uncertain,Uncertain,Unspecified,2.0,1900,2.0,,,,
17762,Asamayama,Confirmed,Observations,Reported,2.0,1900,1.0,22.0,1901.0,10.0,
14508,Okataina,Confirmed,Observations,Reported,1.0,1900,1.0,,1904.0,11.0,1.0
14982,Langila,Confirmed,Observations,Reported,2.0,1900,,,,,
14091,Nyiragongo,Confirmed,Observations,Reported,1.0,1900,,,,,
16875,Didicas,Confirmed,Observations,Reported,0.0,1900,,,,,
16503,Karangetang,Confirmed,Observations,Reported,2.0,1900,,,,,
18481,Farallon de Pajaros,Confirmed,Observations,Reported,2.0,1900,,,1901.0,5.0,
18738,Raususan [Mendeleev],Uncertain,Uncertain,Unspecified,2.0,1900,,,,,
13213,Saunders,Confirmed,Correlation,Tephrochronology,0.0,1900,,,,,
12267,Huequi,Confirmed,Observations,Reported,2.0,1900,,,,,
11639,Tungurahua,Uncertain,Uncertain,Unspecified,2.0,1900,,,,,
10807,Izalco,Confirmed,Observations,Reported,2.0,1899,12.0,31.0,1900.0,3.0,
16004,Semeru,Confirmed,Observations,Reported,2.0,1899,12.0,,,,
10946,"Negro, Cerro",Confirmed,Observations,Reported,2.0,1899,11.0,22.0,1899.0,11.0,29.0
13765,Etna,Confirmed,Observations,Reported,2.0,1899,11.0,15.0,1907.0,8.0,
17072,Aira,Uncertain,Uncertain,Unspecified,1.0,1899,9.0,24.0,1899.0,9.0,25.0
20411,Wrangell,Confirmed,Observations,Reported,2.0,1899,9.0,3.0,,,
17911,Adatarayama,Confirmed,Observations,Reported,2.0,1899,8.0,24.0,1899.0,11.0,12.0
16003,Semeru,Confirmed,Observations,Reported,2.0,1899,8.0,11.0,,,
17152,Kirishimayama,Confirmed,Observations,Reported,2.0,1899,7.0,28.0,1900.0,2.0,16.0
13764,Etna,Confirmed,Observations,Reported,3.0,1899,7.0,19.0,1899.0,8.0,5.0
17761,Asamayama,Confirmed,Observations,Reported,2.0,1899,7.0,10.0,1899.0,8.0,7.0
10212,Mauna Loa,Confirmed,Observations,Reported,1.0,1899,7.0,1.0,1899.0,7.0,23.0
16334,Lewotolok,Confirmed,Observations,Reported,2.0,1899,6.0,2.0,,,
15660,Gede-Pangrango,Confirmed,Observations,Reported,2.0,1899,5.0,1.0,1899.0,5.0,14.0
17760,Asamayama,Confirmed,Observations,Reported,2.0,1899,3.0,11.0,,,
16355,Sirung,Uncertain,Uncertain,Unspecified,2.0,1899,3.0,,1899.0,4.0,
14305,"Fournaise, Piton de la",Confirmed,Observations,Reported,2.0,1899,2.0,13.0,1899.0,7.0,18.0
14043,Nyamulagira,Confirmed,Observations,Reported,1.0,1899,2.0,,,,
16002,Semeru,Confirmed,Observations,Reported,2.0,1899,1.0,17.0,1899.0,3.0,31.0
19970,Buckle Island,Confirmed,Observations,Reported,2.0,1899,1.0,12.0,,,
11327,Purace,Confirmed,Observations,Reported,2.0,1899,,,,,
16502,Karangetang,Confirmed,Observations,Reported,2.0,1899,,,,,
14090,Nyiragongo,Confirmed,Observations,Reported,1.0,1899,,,,,
14900,Manam,Confirmed,Observations,Reported,2.0,1899,,,,,
19840,Okmok,Confirmed,Observations,Reported,3.0,1899,,,,,
11153,Poas,Confirmed,Observations,Reported,1.0,1898,12.0,29.0,1907.0,12.0,31.0
17151,Kirishimayama,Confirmed,Observations,Reported,2.0,1898,12.0,26.0,1898.0,12.0,30.0
18663,Maruyama,Confirmed,Observations,Reported,2.0,1898,12.0,3.0,1898.0,12.0,6.0
14304,"Fournaise, Piton de la",Confirmed,Observations,Reported,2.0,1898,11.0,26.0,,,
17291,Asosan,Confirmed,Observations,Reported,2.0,1898,8.0,,1899.0,4.0,
15292,Lopevi,Confirmed,Observations,Reported,2.0,1898,6.0,3.0,1898.0,7.0,24.0
16657,Gamalama,Confirmed,Observations,Reported,2.0,1898,5.0,14.0,1898.0,5.0,28.0
16421,Colo,Confirmed,Observations,Reported,3.0,1898,5.0,2.0,1900.0,,
11434,Reventador,Confirmed,Observations,Reported,3.0,1898,4.0,8.0,1906.0,,
18962,Mutnovsky,Confirmed,Observations,Reported,2.0,1898,4.0,,1898.0,7.0,15.0
15249,Ambrym,Confirmed,Observations,Reported,1.0,1898,3.0,26.0,,,
